phase;name;index;predecessors;type;microProjects;smallProjects;avgProjects;bigProjects;veryBigProjects;hugeProjects;category;discipline;description;author
Inception;Construct Architectural Proof-of-Concept;94;;Task;0;0;1;1;1;1;"mikro male -  nie wystepuje; male - nie wystepuje; srednie - wystepuje; duze - wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";Analiza i projektowanie;Celem jest ustalenie, czy istnieje lub moze istniec rozwiazanie, ktore spelnia wymagania istotne z punktu widzenia architektury.;lukasz GUZEK
Inception;Assess Viability of Architectural Proof-of-Concept;95;;Task;1;1;1;1;1;1;"mikro male -  wystepuje; male - wystepuje; srednie - wystepuje; duze - wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";Analiza i projektowanie;Ocena w celu okreslenia, czy krytyczne wymagania architektoniczne sa wykonalne i czy mozna je spelnic;lukasz GUZEK
Inception;Define Evaluation Mission;96;75,62;Activity;0;0;1;1;1;1;"mikro male -  nie wystepuje; male - nie wystepuje; srednie - wystepuje; duze - wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";Analiza i projektowanie;-;lukasz GUZEK
Inception;Identify Test Motivators;97;;Task;0;0;1;1;1;1;"mikro male -  nie wystepuje; male - nie wystepuje; srednie - wystepuje; duze - wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";Analiza i projektowanie;Uzyskanie bardziej szczegolowego zrozumienia zakresu i konkretnych wynikow planu iteracji.;lukasz GUZEK
Inception;Agree on the Mission;98;;Task;0;0;1;1;1;1;"mikro male -  nie wystepuje; male - nie wystepuje; srednie - wystepuje; duze - wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";Analiza i projektowanie;-;lukasz GUZEK
Inception;Identify Targets of Test;99;;Task;0;0;1;1;1;1;"mikro male -  nie wystepuje; male - nie wystepuje; srednie - wystepuje; duze - wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";Analiza i projektowanie;-;lukasz GUZEK
Inception;Define Assessment and Traceability Needs;100;;Task;0;0;1;1;1;1;"mikro male -  nie wystepuje; male - nie wystepuje; srednie - wystepuje; duze - wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";Analiza i projektowanie;-;lukasz GUZEK
Inception;Identify Test Ideas;101;;Task;0;0;1;1;1;1;"mikro male -  nie wystepuje; male - nie wystepuje; srednie - wystepuje; duze - wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";Analiza i projektowanie;Zidentyfikowanie ograniczen, ktore wplyna na zdolnosc wdrozenia wymagan.;lukasz GUZEK
Inception;Define Test Approach;102;;Task;0;1;1;1;1;1;"mikro male -  nie wystepuje; male - wystepuje; srednie - wystepuje; duze - wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";Analiza i projektowanie;Jest to opracowanie strategii jaka bedzie sie poslugiwac do przeprowadzania testu;Bartosz OCIMEK
Inception;Manage Iteration;103;33,54,81,85,91,96;Activity;0;1;1;1;1;1;"mikro male -  nie wystepuje; male - wystepuje; srednie - wystepuje; duze - wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";Analiza i projektowanie;W ramach tego dzialania wykonuje sie zaplanowane czynnosci w ramach iteracji;Bartosz OCIMEK
Inception;Acquire Staff;104;;Task;0;0;1;1;1;1;"mikro male -  nie wystepuje; male - nie wystepuje; srednie - wystepuje; duze - wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";Analiza i projektowanie;Nalezy przydzielic personel i inne zasoby do pakietow roboczych zidentyfikowanych dla biezacej iteracji;Bartosz OCIMEK
Inception;Initiate Iteration;105;;Task;0;1;1;1;1;1;"mikro male -  nie wystepuje; male - wystepuje; srednie - wystepuje; duze - wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";Modelowanie biznesowe;W tym zadaniu inicjuje sie zadania do wykonania w ramach iteracji;Bartosz OCIMEK
Inception;Iteration Evaluation Criteria Review;106;;Task;0;0;0;1;1;1;"mikro male -  nie wystepuje; male - nie wystepuje; srednie - nie wystepuje; duze - wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";Analiza i projektowanie;Zadanie ma na celu zatwierdzenia kryteriow, ktore zostana uzyte do okreslenia, czy praca wykonana podczas iteracji spelnia cele iteracji.;Bartosz OCIMEK
Inception;Identify and Assess Risks;107;;Task;0;1;1;1;1;1;"mikro male -  nie wystepuje; male - wystepuje; srednie - wystepuje; duze - wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";Analiza i projektowanie;W tym zadaniu identyfikuje sie ryzyka jakie moga wystapic w trakcie realizacji projektu;Bartosz OCIMEK
Inception;Assess Iteration;108;;Task;0;1;1;1;1;1;"mikro male -  nie wystepuje; male - wystepuje; srednie - wystepuje; duze - wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";Analiza i projektowanie;Zadanie polega na rejetrowaniu wyniku iteracji, stopien spelnienia kryteriow oceny, wyciagniete wnioski i zmiany, ktore nalezy wprowadzic.;Bartosz OCIMEK
Inception;Iteration Acceptance Review;109;;Task;0;0;0;1;1;1;"mikro male -  nie wystepuje; male - nie wystepuje; srednie - nie wystepuje; duze - wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";Analiza i projektowanie;Ocena postepow iteracji i dostosowanie postepow do nastepnej iteracji;Bartosz OCIMEK
Inception;Plan for Next Iteration;110;33,54,81,85,91,96;Activity;1;1;1;1;1;1;"mikro male -  wystepuje; male - wystepuje; srednie - wystepuje; duze - wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";Modelowanie biznesowe;Realizacja planu zadan i zalozen na nastepna teracje;Bartosz OCIMEK
Inception;Develop Iteration Plan;111;;Task;0;1;1;1;1;1;"mikro male -  nie wystepuje; male - wystepuje; srednie - wystepuje; duze - wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";Modelowanie biznesowe;Planowanie iteracji to wydarzenie, w ktorym wszyscy czlonkowie zespolu okreslaja, jaka czesc zadan zespolu moga zobowiazac sie do dostarczenia podczas nadchodzacej iteracji;Bartosz OCIMEK
Inception;Develop Business Case;112;;Task;1;1;1;1;1;1;"mikro male -  wystepuje; male - wystepuje; srednie - wystepuje; duze - wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";Modelowanie biznesowe;Konieczne jest zbudowanie bussiness case'ow, ktore pokaza, dlaczego projekt jest potrzebny i jakie beda korzysci z projektu po jego sfinalizowaniu;Bartosz OCIMEK
Inception;Iteration Plan Review;113;;Task;0;0;1;1;1;1;"mikro male -  nie wystepuje; male - nie wystepuje; srednie - wystepuje; duze - wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";Modelowanie biznesowe;Jest to zadanie w ktorym ocenia sie plan iteracji;Bartosz OCIMEK
Inception;Lifecycle Objectives Milestone;114;2;Milestone;1;1;1;1;1;1;"mikro male -  wystepuje; male - wystepuje; srednie - wystepuje; duze - wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";-;-;Bartosz OCIMEK
Elaboration;Elaboration;115;1;Phase;0;0;0;1;1;1;"mikro male -  nie wystepuje; male - nie wystepuje; srednie - nie wystepuje; duze - wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";-;-;Bartosz OCIMEK
Elaboration;Elaboration Iteration [n];116;;Activity;0;0;1;1;1;1;"mikro male -  nie wystepuje; male - nie wystepuje; srednie - wystepuje; duze - wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";-;-;Bartosz OCIMEK
Elaboration;Prepare Environment for an Iteration;117;;Activity;1;1;1;1;1;1;"mikro male -  wystepuje; male - wystepuje; srednie - wystepuje; duze - wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";Analiza i projektowanie;Przygotowanie i ewentualne ponowne skonfigurowanie narzedzi do iteracji.;Emil MaKA
Elaboration;Develop Development Case;118;;Task;0;1;1;1;1;1;"mikro male -  nie wystepuje; male - wystepuje; srednie - wystepuje; duze - wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";Analiza i projektowanie;Rozwiniecie dostosowanego procesu do indywidualnego projektu.;Emil MaKA
Elaboration;Prepare Guidelines for the Project;119;;Task;0;0;0;0;1;1;"mikro male -  nie wystepuje; male - nie wystepuje; srednie - nie wystepuje; duze - nie wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";Analiza i projektowanie;Przygotowanie wytycznych.;Emil MaKA
Elaboration;Develop Manual Styleguide;120;;Task;0;0;0;0;1;1;"mikro male -  nie wystepuje; male - nie wystepuje; srednie - nie wystepuje; duze - nie wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";Analiza i projektowanie;-;Emil MaKA
Elaboration;Prepare Templates for the Project;121;;Task;0;0;1;1;1;1;"mikro male -  nie wystepuje; male - nie wystepuje; srednie - wystepuje; duze - wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";srodowisko;Przygotowanie szablonow do projektu.;Emil MaKA
Elaboration;Launch Development Process;122;;Task;1;1;1;1;1;1;"mikro male -  wystepuje; male - wystepuje; srednie - wystepuje; duze - wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";Analiza i projektowanie;;Emil MaKA
Elaboration;Set Up Tools;123;;Task;1;1;1;1;1;1;"mikro male -  wystepuje; male - wystepuje; srednie - wystepuje; duze - wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";srodowisko;Konfiguracja narzedzi niezbednych do dalszego rozwoju projektu.;Emil MaKA
Elaboration;Verify Tool Configuration and Installation;124;;Task;1;1;1;1;1;1;"mikro male -  wystepuje; male - wystepuje; srednie - wystepuje; duze - wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";srodowisko;Weryfikacja narzedzi;Emil MaKA
Elaboration;Revise and Complete Project Plans;125;117;Activity;1;1;1;1;1;1;"mikro male -  wystepuje; male - wystepuje; srednie - wystepuje; duze - wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";Analiza i projektowanie;-;Emil MaKA
Elaboration;Plan the Project;126;;Activity;1;1;1;1;1;1;"mikro male -  wystepuje; male - wystepuje; srednie - wystepuje; duze - wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";Analiza i projektowanie;-;Emil MaKA
Elaboration;Develop Measurement Plan;127;;Task;0;0;0;0;0;0;"mikro male -  nie wystepuje; male - nie wystepuje; srednie - nie wystepuje; duze - nie wystepuje; bardzo duze - nie wystepuje; ogromne - nie wystepuje";Analiza i projektowanie;Plan, ktory tlumaczy biznesowe obiekty na 'mierzalne' funkcjonalnosci w projekcie;Emil MaKA
Elaboration;Develop Risk Management Plan;128;;Task;0;0;0;0;1;1;"mikro male -  nie wystepuje; male - nie wystepuje; srednie - nie wystepuje; duze - nie wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";Analiza i projektowanie;Wykreslenie ryzyka, mimimalizacja i monitorowanie;Emil MaKA
Elaboration;Develop Product Acceptance Plan;129;;Task;0;0;0;0;1;1;"mikro male -  nie wystepuje; male - nie wystepuje; srednie - nie wystepuje; duze - nie wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";Analiza i projektowanie;Plan akceptacji produktu opisuje, w jaki sposob klient oceni dostarczane artefakty z projektu, aby okreslic, czy spelniaja one wstepnie zdefiniowany zestaw kryteriow akceptacji.;Emil MaKA
Elaboration;Develop Problem Resolution Plan;130;;Task;0;0;0;0;1;1;"mikro male -  nie wystepuje; male - nie wystepuje; srednie - nie wystepuje; duze - nie wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";Analiza i projektowanie;-;Emil MaKA
Elaboration;Develop Quality Assurance Plan;131;;Task;0;0;0;0;0;0;"mikro male -  nie wystepuje; male - nie wystepuje; srednie - nie wystepuje; duze - nie wystepuje; bardzo duze - nie wystepuje; ogromne - nie wystepuje";Analiza i projektowanie;-;Emil MaKA
Elaboration;Define Project Organization and Staffing;132;;Task;0;0;1;1;1;1;"mikro male -  nie wystepuje; male - nie wystepuje; srednie - wystepuje; duze - wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";Zarzadzanie projektami;Zadanie to wprowadza koniecznosc okreslenia potrzeb kadrowych projektu oraz sposobu organizacji pracy personelu projektu.;Adrian MALIK
Elaboration;Define Monitoring & Control Processes;133;;Task;0;0;1;1;1;1;"mikro male -  nie wystepuje; male - nie wystepuje; srednie - wystepuje; duze - wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";Zarzadzanie projektami;W tym zadaniu opisano, jak ustanowic wskazniki projektu, procedury raportowania statusu oraz mechanizmy dzialan naprawczych.;Adrian MALIK
Elaboration;Plan Phases and Iterations;134;;Task;0;1;1;1;1;1;"mikro male -  nie wystepuje; male - wystepuje; srednie - wystepuje; duze - wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";Analiza i projektowanie;Zadanie to opisuje, w jaki sposob zaplanowac fazy projektu i iteracje: jakie sa cele, jaki jest czas trwania, ile iteracji itd.;Adrian MALIK
Elaboration;Compile Software Development Plan;135;;Task;0;0;0;0;1;1;"mikro male -  nie wystepuje; male - nie wystepuje; srednie - nie wystepuje; duze - nie wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";Zarzadzanie projektami;W tym zadaniu opisano sposob koordynowania opracowywania wszystkich powiazanych planow i tresci w celu opublikowania ich w glownym dokumencie planu rozwoju oprogramowania.;Adrian MALIK
Elaboration;Project Planning Review;136;;Task;0;0;0;0;1;1;"mikro male -  nie wystepuje; male - nie wystepuje; srednie - nie wystepuje; duze - nie wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";Zarzadzanie projektami;W tym zadaniu opisano, w jaki sposob dokonac przegladu planu rozwoju oprogramowania.;Adrian MALIK
Elaboration;Plan Project Configuration & Change Control;137;;Activity;0;1;1;1;1;1;"mikro male -  nie wystepuje; male - wystepuje; srednie - wystepuje; duze - wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";Zarzadzanie projektami;W ramach tego dzialania tworzy sie odpowiedni plan zarzadzania i kontrolowania zmian w artefaktach, ktore sa tworzone jako produkty pracy w procesie rozwoju oprogramowania.;Adrian MALIK
Elaboration;Establish Configuration Management (CM) Policies;138;;Task;0;0;0;0;1;1;"mikro male -  nie wystepuje; male - nie wystepuje; srednie - nie wystepuje; duze - nie wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";Zarzadzanie projektami;Zadanie to opisuje, jak opracowac Zasady CM, ktore obejmuja Praktyki identyfikacji konfiguracji, Praktyki bazowania, Praktyki archiwizacji i Wymagania dotyczace raportowania konfiguracji.;Adrian MALIK
Elaboration;Write Configuration Management (CM) Plan;139;;Task;0;0;1;1;1;1;"mikro male -  nie wystepuje; male - nie wystepuje; srednie - wystepuje; duze - wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";Zarzadzanie projektami;Zadanie to okresla, w jaki sposob nalezy opracowac Plan Zarzadzania srodowiskiem.;Adrian MALIK
Elaboration;Establish Change Control Process;140;;Task;0;1;1;1;1;1;"mikro male -  nie wystepuje; male - wystepuje; srednie - wystepuje; duze - wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";Zarzadzanie projektami;W tym zadaniu okreslono sposob tworzenia procesu kontroli zmian.;Adrian MALIK
Elaboration;Plan the Integration;141;;Activity;1;1;1;1;1;1;"mikro male -  wystepuje; male - wystepuje; srednie - wystepuje; duze - wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";Dostarczanie/wdrazanie;W ramach tego dzialania planuje sie integracje systemu w biezacej iteracji.;Adrian MALIK
Elaboration;Plan System Integration;142;;Task;1;1;1;1;1;1;"mikro male -  wystepuje; male - wystepuje; srednie - wystepuje; duze - wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";Dostarczanie/wdrazanie;W tym zadaniu opisano, jak zaplanowac integracje systemu.;Adrian MALIK
Elaboration;Plan Deployment;143;;Activity;1;1;1;1;1;1;"mikro male -  wystepuje; male - wystepuje; srednie - wystepuje; duze - wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";Dostarczanie/wdrazanie;W ramach tego dzialania planuje sie wdrozenie produktu. Planowanie wdrozenia musi uwzgledniac, w jaki sposob i kiedy produkt zostanie udostepniony uzytkownikowi koncowemu.;Adrian MALIK
Elaboration;Develop Deployment Plan;144;;Task;0;1;1;1;1;1;"mikro male -  nie wystepuje; male - wystepuje; srednie - wystepuje; duze - wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";Dostarczanie/wdrazanie;Zadanie to opisuje, jak opracowac plan, w jaki sposob i kiedy produkt ma byc udostepniony spolecznosci uzytkownikow.;Adrian MALIK
Elaboration;Define Bill of Materials;145;;Task;1;1;1;1;1;1;"mikro male -  wystepuje; male - wystepuje; srednie - wystepuje; duze - wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";Dostarczanie/wdrazanie;W tym zadaniu opisano liste materialow, czyli spis oprogramowania i materialow, ktore maja byc dostarczone jako czesc calego produktu.;Adrian MALIK
Elaboration;Ongoing Management and Support;146;117;Activity;0;1;1;1;1;1;"mikro male -  nie wystepuje; male - wystepuje; srednie - wystepuje; duze - wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";Zarzadzanie projektami;Obejmuje to rozne dzialania zwiazane z zarzadzaniem i wsparciem, ktore sa na biezaco powtarzane przez caly projekt.;Patryk BARCZAK
Elaboration;Manage Iteration;147;;Activity;0;1;1;1;1;1;"mikro male -  nie wystepuje; male - wystepuje; srednie - wystepuje; duze - wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";Zarzadzanie projektami;To dzialanie zawiera czynnosci rozpoczynajace, konczace i podsumowujace iteracje.;Patryk BARCZAK
Elaboration;Acquire Staff;148;;Task;0;0;1;1;1;1;"mikro male -  nie wystepuje; male - nie wystepuje; srednie - wystepuje; duze - wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";Zarzadzanie projektami;W tym zadaniu opisano, w jaki sposob przypisac pracownikow do projektu i zorganizowac ich w zespoly.;Patryk BARCZAK
Elaboration;Initiate Iteration;149;;Task;0;0;1;1;1;1;"mikro male -  nie wystepuje; male - nie wystepuje; srednie - wystepuje; duze - wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";Zarzadzanie projektami;Zadanie to opisuje, w jaki sposob przydzielic personel i inne zasoby do dzialan okreslonych dla biezacej iteracji.;Patryk BARCZAK
Elaboration;Iteration Evaluation Criteria Review;150;;Task;0;1;1;1;1;1;"mikro male -  nie wystepuje; male - wystepuje; srednie - wystepuje; duze - wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";Zarzadzanie projektami;Zadanie to opisuje sposob zatwierdzania kryteriow, ktore beda stosowane do okreslania, czy praca wykonana podczas iteracji spelnia cele iteracji.;Patryk BARCZAK
Elaboration;Identify and Assess Risks;151;;Task;0;1;1;1;1;1;"mikro male -  nie wystepuje; male - wystepuje; srednie - wystepuje; duze - wystepuje; bardzo duze - wystepuje; ogromne - wystepuje";Zarzadzanie projektami;Zadanie to opisuje sposob identyfikacji, analizy i ustalania priorytetow ryzyka dla projektu, okreslania odpowiednich strategii zarzadzania ryzykiem oraz uwzgledniania ich w Liscie ryzyk projektu.;Patryk BARCZAK
